date,platform,campaign_type,audience,region,spend,impressions,clicks,conversions,revenue,ctr,conversion_rate,cpc,roas
2025-01-14,Meta Ads,Social,Prospecting,North,541.17,37372,823,35,4012.13,0.022021834528524027,0.0425273390036452,0.657557715674362,7.413807121606889
2025-01-15,Google Ads,Search,Retargeting,West,1801.76,51897,1494,211,24552.45,0.028787791201803574,0.14123159303882196,1.2059973226238287,13.626925894680758
2025-01-15,Meta Ads,Video,Retargeting,South,893.84,50427,1059,33,4082.63,0.021000654411327264,0.031161473087818695,0.8440415486307837,4.567517676541663
2025-01-15,Google Ads,Video,Retargeting,East,405.79,11779,403,42,4756.06,0.03421343068172171,0.10421836228287841,1.006923076923077,11.720495822962617
2025-01-16,Google Ads,Search,Lookalike,South,448.39,12543,390,42,4209.82,0.031093039942597465,0.1076923076923077,1.1497179487179487,9.388746403800262
2025-01-16,Google Ads,Search,Lookalike,East,486.52,10393,368,28,3410.49,0.03540844799384201,0.07608695652173914,1.3220652173913043,7.009968757707802
2025-01-16,LinkedIn Ads,Search,Retargeting,West,885.24,24957,503,49,5600.82,0.02015466602556397,0.09741550695825049,1.759920477137177,6.326894401518232
2025-01-17,Meta Ads,Social,Lookalike,West,1670.55,111079,2342,132,19557.19,0.021084093302964558,0.05636208368915457,0.7133005977796755,11.707036604711023
2025-01-17,LinkedIn Ads,Search,Retargeting,North,1387.36,37312,619,40,5167.68,0.01658983704974271,0.06462035541195477,2.2412924071082387,3.724829892745935
2025-01-17,LinkedIn Ads,Video,Retargeting,East,941.51,22953,401,11,1147.09,0.01747048316124254,0.02743142144638404,2.3479052369077307,1.2183513717326422
2025-01-18,Meta Ads,Display,Retargeting,West,294.57,20163,443,27,3459.32,0.021970936864553887,0.060948081264108354,0.6649435665914221,11.743626302746376
2025-01-18,Meta Ads,Display,Prospecting,East,295.28,24933,401,11,1325.96,0.016083102715276944,0.02743142144638404,0.7363591022443889,4.4905174749390415
2025-01-18,Google Ads,Social,Prospecting,North,989.99,16644,633,44,6097.07,0.038031723143475124,0.06951026856240126,1.5639652448657189,6.15871877493712
2025-01-18,Google Ads,Video,Retargeting,North,291.93,8274,267,25,2639.0,0.032269760696156634,0.09363295880149813,1.093370786516854,9.039838317404858
2025-01-19,Meta Ads,Search,Existing Customers,North,604.54,29013,801,89,11380.24,0.02760831351463137,0.1111111111111111,0.7547315855181024,18.824626989115693
2025-01-19,Meta Ads,Social,Lookalike,North,853.02,35186,861,34,3849.35,0.024469959643039847,0.03948896631823461,0.9907317073170732,4.512614006705587
2025-01-19,Meta Ads,Social,Prospecting,West,334.17,18669,507,28,3249.47,0.02715731962076169,0.055226824457593686,0.659112426035503,9.724002753089744
2025-01-20,LinkedIn Ads,Video,Retargeting,West,359.71,7464,112,5,495.33,0.015005359056806002,0.044642857142857144,3.2116964285714285,1.377025937560813
2025-01-20,Meta Ads,Social,Prospecting,East,658.46,44418,914,49,6142.95,0.020577243459858615,0.053610503282275714,0.7204157549234136,9.329268292682926
2025-01-20,Meta Ads,Display,Lookalike,East,971.12,57642,1014,49,6003.64,0.017591339648173207,0.048323471400394474,0.9577120315581854,6.182181398797265
2025-01-21,Meta Ads,Search,Lookalike,West,1395.58,88712,1719,144,19891.3,0.01937731084858869,0.08376963350785341,0.8118557300756253,14.253070408002408
2025-01-21,Google Ads,Video,Retargeting,South,1038.64,19613,860,78,8955.92,0.043848467852954674,0.09069767441860466,1.2077209302325582,8.62273742586459
2025-01-21,Google Ads,Social,Retargeting,South,734.33,14100,645,45,4841.41,0.045744680851063826,0.06976744186046512,1.1384961240310079,6.592962292157476
2025-01-21,Meta Ads,Social,Prospecting,East,430.98,36943,661,36,4651.46,0.017892428876918495,0.05446293494704992,0.6520121028744327,10.792751403777437
2025-01-22,Google Ads,Video,Retargeting,South,348.97,9308,300,18,1812.68,0.03223033949290933,0.06,1.1632333333333333,5.194372009055219
2025-01-22,Meta Ads,Social,Existing Customers,North,502.21,27834,604,33,4794.64,0.021700079040022992,0.054635761589403975,0.8314735099337748,9.547081898010793
2025-01-22,YouTube Ads,Social,Lookalike,East,913.73,94735,1579,119,16004.45,0.01666754631340054,0.07536415452818239,0.5786763774540848,17.515513335449203
2025-01-23,Google Ads,Social,Retargeting,West,871.21,31258,797,83,11423.37,0.02549747264700237,0.10414052697616061,1.093111668757842,13.11207401200629
2025-01-23,Google Ads,Search,Prospecting,North,178.78,6177,162,14,1704.91,0.026226323457989316,0.08641975308641975,1.1035802469135803,9.536357534399821
2025-01-23,Google Ads,Social,Prospecting,North,420.06,8162,312,19,2018.62,0.03822592501837785,0.060897435897435896,1.3463461538461539,4.8055515878684
2025-01-24,Google Ads,Search,Prospecting,South,1531.51,44433,1095,115,13451.02,0.024643845790291,0.1050228310502283,1.3986392694063927,8.782848300043748
2025-01-24,Meta Ads,Search,Prospecting,West,736.99,56108,1139,75,9138.09,0.020300135453054823,0.06584723441615452,0.6470500438981562,12.399204873878885
2025-01-24,Meta Ads,Video,Prospecting,East,278.67,19028,431,15,1573.76,0.022650830355265925,0.03480278422273782,0.6465661252900232,5.647396562242078
2025-01-24,LinkedIn Ads,Social,Existing Customers,East,3236.88,65418,1269,79,11859.15,0.019398330734660185,0.062253743104806934,2.5507328605200947,3.6637595462297026
2025-01-25,Meta Ads,Social,Retargeting,East,686.95,34832,747,47,5895.75,0.021445796968305005,0.06291834002677377,0.919611780455154,8.582502365528786
2025-01-25,Meta Ads,Social,Prospecting,South,898.65,50441,1039,96,9498.24,0.02059832279296604,0.09239653512993262,0.8649181905678537,10.569454181271908
2025-01-25,LinkedIn Ads,Social,Prospecting,East,907.57,22047,462,24,3573.4,0.020955232004354334,0.05194805194805195,1.9644372294372296,3.9373271483191377
2025-01-26,Google Ads,Social,Prospecting,North,551.23,13571,500,44,5137.13,0.036843268734802155,0.088,1.10246,9.319394807974893
2025-01-26,Google Ads,Video,Lookalike,North,436.22,14124,440,30,2859.18,0.03115264797507788,0.06818181818181818,0.991409090909091,6.554445004814084
2025-01-26,Google Ads,Video,Prospecting,West,2779.9,71598,2523,139,13907.7,0.035238414480851424,0.0550931430836306,1.1018232263178755,5.002949746393755
2025-01-27,LinkedIn Ads,Social,Lookalike,East,1343.68,22452,433,19,2693.82,0.019285587030108676,0.04387990762124711,3.103187066974596,2.0048076923076925
2025-01-27,Meta Ads,Social,Lookalike,North,1194.33,69494,2083,81,11975.83,0.029973810688692547,0.03888622179548728,0.5733701392222755,10.027237028292014
2025-01-27,Google Ads,Social,Prospecting,South,1018.07,28446,1147,83,11053.17,0.04032201363987907,0.07236268526591107,0.8875937227550131,10.856984293810838
2025-01-28,Meta Ads,Social,Retargeting,North,364.64,21113,578,42,5827.4,0.027376497892293846,0.0726643598615917,0.6308650519031141,15.981241772707328
2025-01-28,Google Ads,Social,Existing Customers,East,1605.96,42542,1334,170,25134.67,0.031357246955949415,0.12743628185907047,1.2038680659670165,15.650869261999052
2025-01-28,Meta Ads,Display,Retargeting,West,404.66,25426,509,21,2625.51,0.020018878313537325,0.0412573673870334,0.7950098231827113,6.488187614293481
2025-01-28,Meta Ads,Social,Prospecting,South,841.53,51690,1090,60,7255.37,0.021087250918939832,0.05504587155963303,0.772045871559633,8.621641533872827
2025-01-29,Meta Ads,Social,Existing Customers,South,241.16,12967,278,14,1885.73,0.021439037556875144,0.050359712230215826,0.8674820143884892,7.819414496599768
2025-01-29,Google Ads,Social,Existing Customers,North,185.77,7331,214,34,4709.28,0.029191106261083073,0.1588785046728972,0.8680841121495327,25.350056521505085
2025-01-29,Meta Ads,Social,Retargeting,South,860.89,35794,989,58,5895.77,0.027630329105436665,0.05864509605662285,0.8704651162790698,6.848459152737284
2025-01-30,Meta Ads,Search,Retargeting,South,413.71,23419,604,69,8844.09,0.025791024381912123,0.11423841059602649,0.6849503311258278,21.3775108167557
2025-01-30,Google Ads,Search,Prospecting,North,192.12,4498,149,18,2542.59,0.03312583370386839,0.12080536912751678,1.2893959731543625,13.234384759525296
2025-01-30,Google Ads,Display,Lookalike,South,994.74,27211,1069,79,8791.54,0.039285583036272095,0.07390084190832553,0.9305332086061741,8.838028027424253
2025-01-31,YouTube Ads,Social,Retargeting,West,2777.02,306390,4784,194,21216.14,0.015614086621626033,0.040551839464882944,0.5804807692307692,7.639894563236851
2025-01-31,YouTube Ads,Search,Prospecting,West,1727.26,167964,2868,71,8774.03,0.017075087518754018,0.024755927475592746,0.6022524407252441,5.079739008603221
2025-01-31,Meta Ads,Social,Lookalike,South,592.19,39602,684,48,4958.7,0.017271854956820362,0.07017543859649122,0.8657748538011697,8.373494993160978
2025-01-31,Google Ads,Display,Existing Customers,West,704.04,23142,789,52,5127.25,0.03409385532797511,0.06590621039290241,0.892319391634981,7.282611783421397
2025-02-01,YouTube Ads,Search,Lookalike,North,1246.49,144098,2139,102,13837.21,0.01484406445613402,0.047685834502103785,0.5827442730247779,11.10093943794174
2025-02-01,LinkedIn Ads,Display,Prospecting,West,1451.66,35753,720,26,2778.95,0.02013817022347775,0.03611111111111111,2.0161944444444444,1.9143256685449759
2025-02-01,LinkedIn Ads,Video,Prospecting,South,559.91,13375,215,6,691.99,0.016074766355140185,0.027906976744186046,2.6042325581395347,1.2358950545623404
2025-02-02,Meta Ads,Social,Existing Customers,East,715.72,62589,878,69,7751.4,0.014028024093690585,0.0785876993166287,0.8151708428246014,10.830212932431676
2025-02-02,Google Ads,Display,Existing Customers,North,851.06,20897,602,25,3725.5,0.028807962865483084,0.04152823920265781,1.413720930232558,4.377482198669894
2025-02-02,Google Ads,Search,Retargeting,West,1003.35,27443,950,94,12253.57,0.03461720657362533,0.09894736842105263,1.0561578947368422,12.212657597049882
2025-02-03,YouTube Ads,Video,Retargeting,South,642.0,62873,954,42,4648.0,0.015173444880950487,0.0440251572327044,0.6729559748427673,7.2398753894081
2025-02-03,Meta Ads,Social,Retargeting,West,647.44,24271,723,53,4969.38,0.02978863664455523,0.07330567081604426,0.8954910096818811,7.675429383417768
2025-02-03,Google Ads,Video,Retargeting,North,1716.38,49935,1941,98,10658.02,0.03887053169119856,0.05048943843379701,0.8842761463163319,6.20959228142952
2025-02-04,Google Ads,Social,Prospecting,East,1536.51,34096,1211,102,12776.8,0.03551736274049742,0.08422791081750619,1.2687943848059455,8.31546817137539
2025-02-04,Meta Ads,Search,Prospecting,North,954.7,51984,1137,56,6630.14,0.021872114496768236,0.04925241864555849,0.8396657871591909,6.944736566460668
2025-02-04,Google Ads,Search,Prospecting,West,2139.87,45414,1939,213,24913.28,0.0426960849077377,0.10985043837029397,1.103594636410521,11.642426876399034
2025-02-04,YouTube Ads,Display,Lookalike,South,544.51,84443,1139,45,5346.48,0.013488388617173715,0.03950834064969271,0.4780597014925373,9.818883032451193
2025-02-05,LinkedIn Ads,Social,Prospecting,East,2010.25,41023,720,26,3345.12,0.01755112985398435,0.03611111111111111,2.792013888888889,1.6640318368362144
2025-02-05,LinkedIn Ads,Search,Prospecting,West,995.97,33997,503,29,3313.15,0.014795423125569904,0.05765407554671968,1.9800596421471173,3.3265560207636775
2025-02-05,Meta Ads,Display,Retargeting,East,5867.87,295265,8386,591,72752.24,0.028401605337578108,0.070474600524684,0.6997221559742428,12.398406917672002
2025-02-06,Meta Ads,Video,Prospecting,North,322.46,19102,451,28,2722.59,0.023610093183959794,0.06208425720620843,0.7149889135254989,8.443186751845191
2025-02-06,Meta Ads,Social,Prospecting,North,447.2,28602,554,20,3219.39,0.019369274875882806,0.036101083032490974,0.8072202166064981,7.19899373881932
2025-02-06,Meta Ads,Social,Retargeting,North,919.01,65471,1411,130,14285.77,0.02155152663011104,0.09213323883770376,0.651318214032601,15.544738359756696
2025-02-07,Google Ads,Search,Prospecting,West,906.22,22913,879,76,9018.52,0.038362501636625496,0.08646188850967008,1.030967007963595,9.951799783716979
2025-02-07,Meta Ads,Display,Retargeting,West,2486.6,161632,3399,224,28043.99,0.02102925163333993,0.06590173580464842,0.7315681082671374,11.278046328319796
2025-02-07,Google Ads,Social,Existing Customers,South,453.34,10569,336,36,4183.71,0.031791087141640646,0.10714285714285714,1.3492261904761904,9.228636343583183
2025-02-07,Meta Ads,Video,Prospecting,West,1260.52,62079,1214,37,4260.21,0.01955572737962918,0.030477759472817133,1.03831960461285,3.3797242407895154
2025-02-08,Google Ads,Social,Existing Customers,North,1490.22,44326,1649,273,33883.65,0.03720164237693453,0.16555488174651303,0.9037113402061856,22.737347505737407
2025-02-08,Google Ads,Social,Existing Customers,East,1106.66,27883,915,162,17241.84,0.03281569415055769,0.17704918032786884,1.2094644808743171,15.58006975945638
2025-02-08,Google Ads,Search,Lookalike,South,374.82,12029,388,37,4547.1,0.03225538282483997,0.09536082474226804,0.9660309278350515,12.131423083079879
2025-02-09,Meta Ads,Search,Retargeting,North,1747.82,119209,2062,232,19792.85,0.017297351710021894,0.11251212415130941,0.8476333656644035,11.324306850819879
2025-02-09,Google Ads,Display,Retargeting,South,1556.42,44319,1573,183,26818.42,0.03549267808389178,0.11633820724729815,0.9894596312778131,17.230837434625613
2025-02-09,YouTube Ads,Social,Retargeting,South,1033.61,136721,1985,80,10341.88,0.014518618207883208,0.04030226700251889,0.5207103274559194,10.005592051160496
2025-02-10,Meta Ads,Social,Lookalike,South,799.44,58760,1220,49,6198.71,0.020762423417290673,0.04016393442622951,0.6552786885245903,7.753815170619433
2025-02-10,Google Ads,Video,Prospecting,North,810.82,19683,714,39,3265.88,0.03627495808565767,0.0546218487394958,1.1356022408963586,4.027873017439136
2025-02-10,Meta Ads,Video,Existing Customers,South,665.08,34842,877,51,5548.46,0.02517077090867344,0.05815279361459521,0.7583580387685291,8.342545257713358
2025-02-10,Google Ads,Video,Retargeting,North,1061.66,21505,854,71,9940.58,0.03971169495466171,0.08313817330210772,1.243161592505855,9.363242469340467
2025-02-11,YouTube Ads,Search,Lookalike,West,714.31,74415,1233,47,8916.95,0.016569240072566015,0.038118410381184104,0.5793268450932684,12.483305567610703
2025-02-11,Meta Ads,Social,Prospecting,South,403.24,32895,693,22,3003.1,0.02106703146374829,0.031746031746031744,0.5818759018759019,7.447425850610058
2025-02-11,LinkedIn Ads,Video,Prospecting,North,354.07,8060,131,5,668.32,0.016253101736972704,0.03816793893129771,2.702824427480916,1.8875363628661002
2025-02-12,Google Ads,Social,Retargeting,East,429.34,12998,377,36,4480.18,0.029004462224957686,0.09549071618037135,1.1388328912466843,10.435039828574093
2025-02-12,Meta Ads,Search,Retargeting,West,808.73,47188,933,117,11670.17,0.019771975926082902,0.12540192926045016,0.8668060021436227,14.430242478948475
2025-02-12,Meta Ads,Display,Retargeting,South,687.84,48465,1070,78,10367.22,0.022077788094501186,0.07289719626168224,0.6428411214953271,15.072138869504535
2025-02-13,YouTube Ads,Social,Prospecting,West,805.17,137784,1794,72,6852.84,0.013020379724786622,0.04013377926421405,0.4488127090301003,8.511047356458885
2025-02-13,Meta Ads,Social,Prospecting,East,969.33,60490,1354,73,6804.29,0.022383865101669696,0.05391432791728213,0.7159010339734121,7.019580535008717
2025-02-13,Meta Ads,Video,Retargeting,East,465.6,28447,526,23,2117.76,0.018490526241782965,0.043726235741444866,0.885171102661597,4.5484536082474225
2025-02-14,Google Ads,Social,Prospecting,South,1814.85,59256,1538,126,16702.94,0.025955177534764413,0.08192457737321196,1.1800065019505852,9.203482381464033
2025-02-14,Google Ads,Social,Existing Customers,North,588.2,13017,528,75,9231.29,0.04056234155335331,0.14204545454545456,1.1140151515151515,15.694134648078885
2025-02-14,Meta Ads,Social,Prospecting,South,528.14,41734,843,56,6541.66,0.02019935783773422,0.066429418742586,0.6265005931198102,12.386223349869352
2025-02-14,Meta Ads,Social,Prospecting,West,957.79,53057,1004,83,9521.99,0.018923045027046385,0.08266932270916334,0.9539741035856574,9.94162603493459
2025-02-15,Google Ads,Search,Prospecting,West,212.16,7584,218,13,1231.58,0.028744725738396624,0.05963302752293578,0.9732110091743119,5.804958521870287
2025-02-15,LinkedIn Ads,Display,Retargeting,West,418.73,10091,196,7,720.49,0.01942324843920325,0.03571428571428571,2.1363775510204084,1.7206553148807107
2025-02-15,YouTube Ads,Display,Retargeting,West,1324.48,108526,2085,69,7164.43,0.01921198606785471,0.033093525179856115,0.635242206235012,5.409239852621407
2025-02-16,Google Ads,Search,Retargeting,South,226.28,8141,265,35,3139.68,0.03255128362609016,0.1320754716981132,0.8538867924528302,13.875198868658298
2025-02-16,Meta Ads,Social,Existing Customers,South,1447.37,77448,1639,108,12355.0,0.021162586509658094,0.06589383770591824,0.8830811470408785,8.53617250599363
2025-02-16,Google Ads,Video,Prospecting,West,1869.3,34655,1471,79,7547.38,0.04244697734814601,0.053704962610469066,1.2707681849082257,4.0375434654683575
2025-02-17,Meta Ads,Search,Lookalike,East,550.56,41683,662,55,6896.9,0.01588177434445697,0.08308157099697885,0.8316616314199395,12.527063353676258
2025-02-17,Google Ads,Social,Prospecting,South,846.2,13496,673,37,4695.21,0.04986662714878483,0.0549777117384844,1.2573551263001486,5.548581895532971
2025-02-17,Meta Ads,Social,Prospecting,South,1448.79,60455,2065,75,6878.59,0.034157637912496895,0.03631961259079903,0.7015932203389831,4.747817143961513
2025-02-17,LinkedIn Ads,Display,Retargeting,West,516.81,23058,255,8,877.29,0.011059068436117616,0.03137254901960784,2.026705882352941,1.697509723109073
2025-02-18,LinkedIn Ads,Search,Prospecting,North,1230.45,29627,524,19,2819.77,0.017686569683059372,0.03625954198473282,2.3481870229007633,2.2916575236702017
2025-02-18,Google Ads,Display,Retargeting,North,452.52,14959,460,33,3212.43,0.030750718630924528,0.07173913043478261,0.9837391304347826,7.098979050649695
2025-02-18,YouTube Ads,Social,Lookalike,East,513.19,57265,819,23,2821.63,0.014301929625425652,0.028083028083028084,0.6266056166056166,5.498217034626551
2025-02-19,Google Ads,Social,Lookalike,North,416.34,9796,318,17,1987.29,0.03246222948142099,0.05345911949685535,1.309245283018868,4.7732382187635105
2025-02-19,Google Ads,Search,Retargeting,North,874.63,14812,600,65,8753.68,0.040507696462327845,0.10833333333333334,1.4577166666666665,10.008437853721002
2025-02-19,Meta Ads,Social,Retargeting,West,1485.88,90219,1945,219,26349.73,0.021558651725246344,0.11259640102827763,0.763948586118252,17.733417234231563
2025-02-20,Meta Ads,Social,Prospecting,South,621.05,39844,744,45,4825.65,0.018672824013653246,0.06048387096774194,0.834744623655914,7.770147331132759
2025-02-20,LinkedIn Ads,Search,Prospecting,East,306.36,7679,134,9,1045.82,0.01745018882667014,0.06716417910447761,2.286268656716418,3.4136963050006526
2025-02-20,LinkedIn Ads,Search,Prospecting,South,346.31,7900,156,12,1397.58,0.019746835443037975,0.07692307692307693,2.2199358974358976,4.0356328145303335
2025-02-21,Google Ads,Search,Lookalike,North,904.67,25775,729,68,7707.77,0.02828322017458778,0.09327846364883402,1.2409739368998627,8.51997966109189
2025-02-21,YouTube Ads,Social,Existing Customers,North,2321.01,381684,4257,157,15473.37,0.011153205269280347,0.03688043222926944,0.5452219873150106,6.666653741259193
2025-02-21,Google Ads,Search,Prospecting,West,904.16,15030,753,77,10577.92,0.050099800399201595,0.10225763612217796,1.2007436918990704,11.699168288798443
2025-02-21,Meta Ads,Video,Retargeting,North,544.35,45720,896,58,7783.36,0.019597550306211724,0.06473214285714286,0.6075334821428572,14.298447689905391
2025-02-22,Google Ads,Social,Lookalike,East,1151.82,33767,1153,94,9043.23,0.03414576361536411,0.08152645273200347,0.9989765828274068,7.8512527999166535
2025-02-22,YouTube Ads,Display,Lookalike,South,599.09,66817,933,26,2849.26,0.013963512279809031,0.027867095391211148,0.6421114683815649,4.75597990285266
2025-02-22,Google Ads,Video,Retargeting,South,547.41,10691,413,29,3217.51,0.03863062388925264,0.07021791767554479,1.3254479418886198,5.877696790339965
2025-02-23,Google Ads,Search,Retargeting,West,375.43,7933,382,58,5462.59,0.04815328375141813,0.1518324607329843,0.9828010471204188,14.550222411634659
2025-02-23,Meta Ads,Display,Lookalike,East,1748.6,89350,2182,86,7000.2,0.024420817011751538,0.03941338221814849,0.8013748854262145,4.003316939265698
2025-02-23,YouTube Ads,Video,Existing Customers,East,134.37,22080,252,7,778.15,0.01141304347826087,0.027777777777777776,0.5332142857142858,5.791099203691299
2025-02-24,YouTube Ads,Social,Prospecting,South,1175.78,172938,2022,68,7383.76,0.011692051486659959,0.033630069238377844,0.5814935707220573,6.279882290904761
2025-02-24,LinkedIn Ads,Social,Existing Customers,South,517.83,10267,172,14,1346.55,0.01675270283432356,0.08139534883720931,3.010639534883721,2.6003707780545735
